ScientificName,USDACode,FamilyName,PrimaryGrowthForm,Lifespan,Clade,GrowthForm4Model,TissueType,IntroYear,DominantInvasionPathway,InvasiveRangeSize,HabitatBreadth,LocalAbundance,natrng,ClonalPropagation,RegenerativeCapacity,Range,pHMin,pHMax,HardinessZoneMin,HardinessZoneMax,SelfCompatible,SLA_m2kg1,SeedWeightMean_g,ElevationMin_m,ElevationMax_m,PrecipMin_in,PrecipMax_in,HeightMax_m,LeafWidthMax_cm,LeafLengthMax_cm,monoploid,holoploid,TissueTypeDummy,ResidenceTime
Sonchus asper,SOAS,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1904,Contaminant,270,70,22,95,0,0,Long,6.5,9,2,10,1,24.1478617,0.28,750.0000002,3700,12,118,0.5,15.24,15.24,0.69,1.067761445,1,122
Sonchus oleraceus,SOOL,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1817,,168,47,16,73,0,0,,5,8,7,9,1,37.96521518,0.32,0,2650,12,110,1.5,10,25,0.8,3.2,1,209
Sorbaria sorbifolia,SOSO2,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1859,,53,11,34,16,,0,,5.78987322,6.985265019,2,8,,16.42037266,50.3,250,1500,32.01139876,51.2,3.049999999,15,30,0.588550213,1.06983309,0,167
Sorbus aucuparia,SOAU,Rosaceae,Tree,Perennial,Angiosperm,Tree,Woody,1867,,76,24,13,39,0,1,,5.5,7.343821142,3,7,0,10.74308538,6.32,600.0000003,2100,20,53,12.19000001,2,6,0.71,1.420000001,0,159
Sorghum bicolor,SOBI2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1849,,25,16,1,7,,1,,4.3,8.7,2,11,,20.7433,13.21,0,2199.999999,8,161,0.91,7.62,15.24,0.7,2.45,1,177
Sorghum halepense,SOHA,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1820,Release,657,60,2323,37,1,1,Long,4.9,8.2,6,10,,20.7433,5.08,0,1160,12,79,3.660000001,3,60,1.7,32.46388619,1,206
Spartium junceum,SPJU2,Fabaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1873,,93,12,674,18,0,1,,5,8.1,7,11,,23.47437641,14.54,0,2280.000001,13,73,3.999999998,1.05,2.5,0.695650094,1.95039284,0,153
Spergula arvensis,,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1832,,17,7,1,67,0,0,,4.6,5,7.089435596,7.687508571,,18.88222222,0.36,1861.551763,2500,30.24846162,29.54,0.5,0.08,3.5,1.099999999,37.66712628,1,194
Spergularia rubra,,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1843,,54,15,32,62,0,0,,4.7,8.1,5,10,,17.86939208,0.06,0,2889.999999,15,89,0.15,0.12,2.5,0.55,1.248144557,1,183
Sphaerophysa salsula,SPSA3,Fabaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1929,,18,8,22,17,,1,,6.27463123,7.572007429,5.846453664,8.767929395,,23.47437641,3.57,60.81381252,500,17.67622399,35.94,1.52,0.8,2.03,0.86525352,7.68811238,1,97
Sphagneticola trilobata,SPTR6,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1929,Escape,72,4,868,24,,,Short,6,7,9,11,,21.76548373,5.651761754,0,1300,39,98,0.6,5,10,3.110000001,10.03702871,1,97
Spiraea japonica,SPJA,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1896,,77,19,83,7,,1,,5,6.8,3,8,,15.75535699,0.05,0,1500,35,60,1.83,4,10,0.634864881,0.984366089,0,130
Spiraea prunifolia,SPPR,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1862,,11,9,1,4,,1,,5.2,7.276063224,4,8,,15.75535699,0.0888,0,1500,35,60,2.44,2,7.62,0.591518158,0.960184263,0,164
Spiraea thunbergii,SPTH2,Rosaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1912,,7,4,0,2,,1,,5.291913706,7.3,4,8,,15.75535699,0.0888,0,500,33.21873121,46.02,1.52,0.64,3.81,0.482977418,0.70803152,0,114
Spirodela punctata,SPPU4,Araceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1930,,,,,24,,,,5.3,7,8,10,,29.81,58.53008,25,2280.000001,19,73,0.48434426,2.81,4.39,0.37,4.455910588,1,96
Sporobolus alterniflorus,SPAL8,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,36,1,1,,6,8.5,5,11,,1.73495,0.419195455,0,9.999999999,10.80732325,60.73,3.000000001,2.5,5,1.128509625,4.369519109,1,
Sporobolus anglicus,SPAN14,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1961,Release,,,,1,1,1,Long,6.037278114,8.069714139,9,9,,1.73495,0.419195455,0,121.8070048,41,41,1,1.5,46,0.711040722,2.024364906,1,65
Sporobolus indicus,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1842,,43,9,143,52,,0,,4.5,5,8,11,,1.73495,0.17,0,4000.000001,19,97,0.91,0.5,30,1.536688926,47.7711104,1,184
Sporobolus montevidensis,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,9,,,,5.404857218,6.681432403,9,10,,1.73495,0.419195455,0,130,17,45,1.5,0.8,43,1.256546447,16.05943079,1,
Sporobolus pumilus,SPPU9,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,38,0,0,,,,,,,9.33,1.73,,,,,,,,,,1,
Stachys floridana,STFL4,Lamiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1950,,,,,1,,,,5.035192753,7.5,6.016464809,9.606059443,,29.75285057,2.137142857,10.27532838,1271.170652,16.49341364,57.63,0.61,5.06,7.62,1.272010299,4.01802894,1,76
Stellaria aquatica,STAQ4,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1878,,,,,61,1,1,,5.937789135,7.356284783,4.32817846,8.640202262,,38.69975152,0.17,34.64808344,1684.991108,22.60772677,71.11,0.61,2.54,6.35,1.026179406,22.7412031,1,148
Stellaria graminea,,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1824,,60,21,1,56,1,1,,5.956865056,7.5,4,8,,32.70140609,0.26,34.11155789,1220,21.33226841,56.68,0.51,0.7,4,0.96,18.2803754,1,202
Stellaria pallida,STPA13,Caryophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,,,,,,0,1,,6.046284301,7.048993852,3.666305894,8.090887966,,43.1,0.13,450.0000002,1500,21.59074509,52.85,0.51,0.7,1.5,0.650124327,12.18761529,1,
Stenotaphrum secundatum,STSE,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1867,Release,,,,59,,1,Short,5,8.5,7,12,,26.46470061,1.77,150,800,39,79,0.2,2.54,15.24,0.54,0.715533933,1,159
Streptopus amplexifolius,STAM2,Liliaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,64,,,,5.441393662,7.418558221,4,8,,47.65873182,1.09,250,1700,22.4,152.2,1.22,7.62,15.24,6.549999996,76.62444464,1,
Striga asiatica,STAS2,Orobanchaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1950,Contaminant,,,,53,,,Short,5.006766338,8.393139678,4.003644125,8.696707273,,27.26261852,0.15,799.9999999,4000.000001,13.50162977,63.03,0.4,0.4,3.7,0.595883112,1.125078957,1,76
Strigosella africana,,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1895,,,,,45,,,,5.616001992,7.343802417,4.249901252,8.83391474,,28.4481321,672.3876916,1219,1829,14.85257798,40.99,0.46,3.5,10,0.294475125,0.853606141,1,131
Syagrus romanzoffiana,SYRO4,Arecaceae,Tree,Perennial,Angiosperm,Tree,Woody,1907,,41,3,167,7,,0,,6,6.5,9,11,,16.67897783,3020.56,0,1000,20,118,21.00000001,150.14,91.44,3.100000002,229.4142547,0,119
Symphytum officinale,SYOF,Boraginaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1822,,56,23,9,29,0,0,,6,7,4,8,,26.01683775,11.13,5,1150,19,41,0.91,15.24,15.24,1.150000001,4.249999999,1,204
Syngonium podophyllum,SYPO,Araceae,Vine,Perennial,Angiosperm,Vine,Woody,1938,Escape,44,3,344,26,,,Short,5.5,6,10,12,,26.25986536,58.53008,0,1000,2,39.41,9.999999996,17,38,4.849999999,1562.24458,0,88
Syringa reticulata,,Oleaceae,Tree,Perennial,Angiosperm,Tree,Woody,1932,,29,11,51,11,,0,,5,7.5,3,7,,13.02855078,13.04,0.221551953,2181.675911,25.18078471,48.88,9.140000001,7.62,15.24,1.279508599,2.300035604,0,94
Syringa vulgaris,SYVU,Oleaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1822,,71,23,113,4,1,1,,6.5,7,3,7,,12.47235386,5.57,0,3000.000001,16,30,4.879999999,7.62,15.24,1.2,2.103060516,0,204
Syzygium cumini,SYCU,Lithomyrtus,Tree,Perennial,Angiosperm,Tree,Woody,1911,Release,30,2,162,23,,1,Long,5,7,10.3613074,12.17580835,,12.42673893,835.75,0,1800,24,197,30.00000002,10,25,1.830000001,38.63733118,0,115
Syzygium jambos,SYJA,Lithomyrtus,Tree,Perennial,Angiosperm,Tree,Woody,1912,Escape,17,2,3,10,,0,Long,5.5,7,9,12,,12.42673893,1339.883,0,2350,39,157,15.00000001,6,24,1.620607138,19.06687077,0,114
Tagetes minuta,TAMI3,Asteraceae,Tree,Annual,Angiosperm,Tree,Woody,1932,Escape,1,1,0,11,,1,Long,4.943582545,7.7,8.882415498,10.27250629,,21.76548373,0.98,0,1000,25.52428991,61.29,1.539177281,5.05,9.49,1.791837528,6.697918288,0,94
Tamarix africana,TAAF,Tamaricaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1877,,5,3,4,13,0,1,,5.533008063,8.088951505,5.968055815,9.456235372,,,0.12,0,300,16.41850926,49.43,4.999999998,0.9,7,1.650000001,11.86026885,0,149
Tamarix aphylla,TAAP,Tamaricaceae,Tree,Perennial,Angiosperm,Tree,Woody,1932,Escape,71,12,421,28,,1,Long,6,8.5,7,10,,,1,0,1524.000001,16,33,18.00000001,0.49,0.15,1.370008519,10.80357009,0,94
Tamarix chinensis,TACH2,Tamaricaceae,Tree,Perennial,Angiosperm,Tree,Woody,1916,Escape,121,21,129,4,,1,Long,5.696910052,7.909897536,2,9,,,0.51,30,1300,16,19,4.570000001,0.5,0.3,0.830519389,3.355408608,0,110
Tamarix gallica,TAGA,Tamaricaceae,Tree,Perennial,Angiosperm,Tree,Woody,1877,Escape,13,5,11,15,0,1,Long,5.779896635,7.44480869,4,8,,,0.03,0,300,8,41,3.999999998,0.26,0.2,0.76033128,4.667105388,0,149
Tamarix parviflora,TAPA4,Tamaricaceae,Tree,Perennial,Angiosperm,Tree,Woody,1885,Escape,51,16,39,8,0,1,Long,5,8,8,10,,,0.51,0,1680,9,59,4.999999998,0.15,0.25,1.232241024,8.823086249,0,141
Tamarix ramosissima,TARA,Tamaricaceae,Tree,Perennial,Angiosperm,Tree,Woody,1877,,794,47,8761,26,,1,,5,9,2,11,,,0.15,0,2500,3,98,8.000000004,0.2,0.35,1.055554317,2.995756121,0,149
Tanacetum parthenium,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1829,,29,16,10,14,0,0,,6,6.7,5,8,,36.3,0.12,45.13943212,2100,16.04133561,31.16,0.91,6.35,15.24,2.271347338,17.7545304,1,197
Taraxacum erythrospermum,TAER3,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1941,,,,,32,0,0,,5.5,8.2,9,10,,20.606,0.34,0,2250,17,107,0.6,3.81,25.4,1.943021256,5.907754721,1,85
Terminalia catappa,TECA,Combretaceae,Tree,Perennial,Angiosperm,Tree,Woody,1896,Escape,14,3,67,47,,1,Long,5,7,10,12,,13.2946091,2480.62,300.0000001,800,39,138,34.99999999,19,38,3.982234551,177.1734323,0,130
Terminalia muelleri,TEMU2,Combretaceae,Tree,Perennial,Angiosperm,Tree,Woody,1930,,7,2,10,2,,0,,5.309104694,7.246280621,10,11,,17.58067081,1076.309823,0,500,17,39,10.67,10,20,5.100000001,73.60907435,0,96
Tetragonia tetragonioides,,Aizoaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1891,Escape,26,4,73,,,,Long,5.8,8,2,11,,,0.68,600.0000003,1700,24,71,0.61,6.12,7.6,0.581069637,1.338305319,1,135
Thelypteris dentata,THDE4,Aspleniaceae,Forb,Perennial,Fern,Forb,Herbaceous,1900,Contaminant,,,,104,,,Long,,,,,,35.06690909,,,,,,,,,,,1,126
Thespesia populnea,,Malvaceae,Tree,Perennial,Angiosperm,Tree,Woody,1930,Escape,23,3,211,63,,1,Long,6.5,8,10,12,,13.66603919,125.57,0,1500,39,118,9.999999996,4,10,4.099999998,161.7540766,0,96
Thinopyrum intermedium,THIN6,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1886,,212,26,86,34,,1,,5.6,8.4,3,7,,26.46470061,5.7,3500,8999.999999,12,45,1.22,0.95,15.24,1.116606257,3.826965606,1,140
Thinopyrum obtusiflorum,,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,13,,,,6.6,10.1,6,10,,26.46470061,5.7,0,1600,10,28,0.64,0.65,16.96,1.462308072,2.245052301,1,
Thlaspi arvense,THAR5,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1861,Contaminant,261,39,32,72,0,0,Long,5,7.9,5,10,1,24.56522634,1.02,25,2320,1,100,0.51,7.62,15.24,0.52,1.04,1,165
Thunbergia alata,THAL3,Acanthaceae,Vine,Perennial,Angiosperm,Vine,Herbaceous,1928,Escape,4,1,0,29,,1,Short,6.1,7.8,10,11,,26.28146897,25.11,0,900.0000003,24,98,3.000000001,6,10.5,1.705212089,14.40752125,1,98
Torilis arvensis,TOAR,Apiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1898,,234,36,282,48,0,0,,5,8.2,7,10,,28.044,2.02,0,1600,15,117,0.91,15.24,15.24,1.08802735,2.402583125,1,128
Torilis arvensis subsp. arvensis,TOAR,Apiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1979,,234,36,282,,,,,,,,,,23.83375,2.56,,1600,18,33,0.91,1.91,5.08,2,,1,47
Torilis japonica,TOJA,Apiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1897,,106,22,73,54,0,0,,5.491905888,8.275992366,6,12,,28.06666667,1.73,500,3000.000001,27,67,1.22,10.16,12.7,2.3,4.6,1,129
Tradescantia fluminensis,TRFL,Commelinaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1951,Escape,49,7,319,6,,1,Short,5.099652058,6.614335636,9,12,,45.06317391,3.048428571,70,255,23,59,0.23,2.54,7.62,7.424999997,72.23783104,1,75
Tradescantia spathacea,TRSP8,Commelinaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1904,Escape,31,3,154,5,,1,Long,5,6,9,11,,35.18404712,3.048428571,139.5045378,358.8594449,32.36783871,45.02,0.3,7.62,15.24,7.750000004,140.0120815,1,122
Tragopogon dubius,TRDU,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1895,,836,65,73,41,0,0,,5.1,8.5,4,8,1,25.38,9.17,9,2499.000001,6,123,0.91,1.27,30.48,2.939999998,5.879999999,1,131
Tragopogon porrifolius,TRPO,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1822,,74,23,23,20,0,0,,5.2,7.8,5,9,1,29.513145,13.27,0,1300,14,55,1.37,2.54,2.54,3.2925,6.585000002,1,204
Tragopogon pratensis,,Asteraceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1827,,81,29,1,30,0,0,,6,6.8,3,7,1,25.03222222,5.27,900.0000004,1800,13.52206748,19.74,0.91,2.54,15.24,2.770000001,5.539999997,1,199
Trapa natans,,Trapaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1859,Escape,106,16,1020,87,,1,Long,4.2,8.3,6,12,,14.9,834,0,1500,2,59,4.999999998,8,6,0.728120044,1.541366315,1,167
Triadica sebifera,TRSE6,Euphorbiaceae,Tree,Perennial,Angiosperm,Tree,Woody,1855,Escape,475,24,3202,7,,1,Long,5,8,8,11,,23.88275565,146.43,0,1600,28,118,18.00000001,9,13,1.290391819,9.919781035,0,171
Tribulus cistoides,TRCI2,Zygophyllaceae,Vine,Perennial,Angiosperm,Vine,Herbaceous,1903,Unaided,10,3,20,35,,0,Long,5.25853796,8.164922959,9,11,1,2.87000132,19.38954545,0,1300,12,59,0.9,2.6,8.5,0.998728097,2.60783632,1,123
Tribulus terrestris,TRTE,Zygophyllaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1898,Contaminant,466,45,759,123,,0,Long,5.2,8.8,6,10,,2.87000132,16.53,0,2270.000001,6,69,0.5,0.5,1.27,0.576376879,0.80132302,1,128
Trifolium arvense,TRAR4,Fabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1816,,184,39,6,59,0,0,,4.9,7.8,3,11,,19.51189041,0.42,0,1300,20,115,0.41,2.54,2.54,0.385,0.77,1,210
Trifolium aureum,TRAU2,Fabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1840,,69,18,4,36,0,0,,4.959726251,8.23012403,5.21366276,9.805413613,,38.0065,0.26,0,1700,15.07083995,76.34,0.6,0.9,2.5,0.378,0.756,1,186
Trifolium campestre,TRCA5,Fabaceae,Tree,Annual,Angiosperm,Tree,Herbaceous,1828,,162,41,82,62,0,0,,4.8,7.8,5,10,,27.08333333,0.32,0,1440.000001,17,63,0.25,0.8,1.6,0.371,0.742,1,198
Trifolium dubium,TRDU2,Fabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1852,,78,32,25,40,0,0,,5,7.9,8,10,,45.08801375,0.39,0,1850,17,111,0.51,0.8,1.5,0.365,1.460000001,1,174
Trifolium hirtum,TRHI4,Fabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1949,,75,7,112,22,,1,,5.5,8.3,8,10,,16.42385,3.2,0,1066,14,105,0.61,3,8,0.68,1.541745507,1,77
Trifolium hybridum,TRHY,Fabaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1901,Escape,185,41,6,18,0,1,Long,5.6,7.5,5,10,,25.24627288,0.74,0,2270.000001,18,60,0.61,0.85,2.54,0.62,2.170000001,1,125
Trifolium incarnatum,,Fabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1835,,513,55,0,30,0,0,,5,8.5,3,10,,27.10595633,3.21,0,1360,15,83,0.61,0.85,7.62,0.667,1.334,1,191
Trifolium pratense,TRPR2,Fabaceae,Forb,Biennial,Angiosperm,Forb,Herbaceous,1902,,1407,80,151,66,0,1,,4.9,8.1,3,10,0,22.58402994,1.33,0,2900,14,83,0.61,2.54,7.62,0.427,0.854,1,124
Trifolium repens,TRRE3,Fabaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1871,,1850,84,187,76,1,1,,4.7,8.6,3,10,0,31.78242362,0.66,0,2630,11,95,0.15,2.54,2.54,0.53,2.119999999,1,155
Tripleurospermum inodorum,TRIN11,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1930,,,,,48,0,0,,5.963387184,7.8,5,7,,22.40518553,0.37,0,1500,10.60416892,28.85,0.81,1.14,8,1.644751981,6.498925604,1,96
Triticum aestivum,,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1877,,46,22,10,7,0,0,,5.5,7.155765685,10,12,,22.71666667,37.07,1200,3000.000001,12,63,1.16,25,60,5.766699997,34.60000002,1,149
Tropaeolum majus,,Solanaceae,Shrub,Annual,Angiosperm,Shrub,Herbaceous,1821,,32,5,81,1,,1,,5.1,8.6,2,11,,29.485,146.7,0,1060,2,65,3.049999999,15.24,15.24,1.4,3.700000001,1,205
Tussilago farfara,TUFA,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1829,,319,28,189,77,1,1,,4.5,6.5,4,8,,19.625,0.35,0,3496.999999,19,33,0.51,17.78,2.5,1.665,3.329999999,1,197
Typha angustifolia,TYAN,Typhaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1877,,,,,112,1,1,,3.7,9.496831313,2,11,,6.849578378,0.11,0,2000,17,34,2.129999999,1.2,200,0.2301,0.460204082,1,149
Typha latifolia,TYLA,Typhaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1909,Release,,,,157,1,1,Long,9,9.2,3,10,,11.06343616,0.13,0,2300,2,17,3.049999999,7.62,15.24,0.3,0.6,1,117
Ulex europaeus,ULEU,Fabaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1878,Escape,67,8,236,12,0,0,Short,4,8,9,10,1,6.455834265,6.54,830.0000001,3180,24,115,7.000000004,0.91,1,0.490507047,2.357763199,0,148
Ulmus parvifolia,ULPA,Ulmaceae,Tree,Perennial,Angiosperm,Tree,Woody,1882,,31,13,7,8,,1,,4.5,8.5,5,10,,22.74193452,3.19,10,1200,31,41,15.23999999,2.54,7.62,0.589477323,1.141102261,0,144
Urena lobata,URLO,Malvaceae,Shrub,Perennial,Angiosperm,Shrub,Herbaceous,1894,Escape,74,4,2998,103,,0,Long,5.5,6.5,9,11,,20.98979004,16.28,0,1500,26.97590528,76.46,3.000000001,5.5,7,1.251501991,24.24574312,1,132
Urochloa mutica,URMU,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1875,Escape,50,3,990,29,,1,Long,5.5,8.164688955,7,11,,2.7998,0.99,0,1500,2,34,2.44,1.27,30.48,1.116946349,6.431415688,1,151
Urochloa ramosa,,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1915,,2,2,0,52,,0,,5,7.5,7,11,,2.7998,0.77,0,2438,30,60,0.91,1.4,25,1.592128404,7.487305777,1,111
Urtica dioica,URDI,Urticaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1800,Escape,,,,85,1,1,Long,3,6.5,4,10,,22.18346565,0.16,700,3000.000001,17,34,2.739999999,7.62,15.24,0.8,3.2,1,226
Urtica urens,,Urticaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1904,Escape,32,5,6,76,0,0,Long,3.336232148,8.403898863,4.313765001,11.24608858,,21,0.53,0,1000,1,71,0.6,4,6,0.3,0.366793725,1,122
Valeriana locusta,,Valerianaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1794,,,,,41,,0,,5,8,4,8,,26.79969116,1.135058824,,1400,,,0.61,2,8,,,1,232
Valeriana officinalis,VAOF,Caprifoliaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1879,,128,14,243,28,0,1,,6.004589476,7.336772899,4,7,,33.87568238,1.24,22.65638199,1264.308833,25.02939031,38.11,1.52,3.59,15.24,1.49,5.560000003,1,147
Valeriana rubra,,Caprifoliaceae,Shrub,Perennial,Angiosperm,Shrub,Herbaceous,,,,,,14,,,,6,8,5,8,,26.79969116,1.135058824,0.97647432,1386.302262,21.53171403,52.53,1.22,4.26,15.24,1.943359862,5.224024735,1,
Ventenata dubia,VEDU,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1957,Contaminant,176,18,2256,24,,,Long,5.8,7.8,6,9,,26.46470061,0.23,500,1619.999999,14,61,0.46,0.3,0.8,2.17899751,6.926059793,1,69
Verbascum virgatum,,Scrophulariaceae,Tree,Biennial,Angiosperm,Tree,Woody,1901,,28,11,75,7,0,0,,5.6022722,7.284635015,6,8,,13.1,0.13,4.999999999,1555,23.05488764,60.27,2,15,30,0.72,3.466687368,0,125
Verbena aristigera,,Verbenaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,,,,,6.018762027,7.405628321,7.228072011,10.41254845,,14.31,0.643637931,30.66787655,327.529432,18.45038975,85.58,1.179836426,4.41,15.36,1.1356064,6.922455075,1,
Verbena bonariensis,VEBO,Verbenaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Herbaceous,1880,Escape,32,11,2,11,,0,,6,7.5,7,11,,14.31,0.17,41.16762696,200,17.5213771,82.18,1.52,2.54,15.24,1.061157656,6.87148919,1,146
Verbena incompta,VEIN9,Verbenaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1887,,147,19,23,8,,0,,6.033126623,7.140837116,7,11,,14.31,0.643637931,0,200,16,45,1.83,4.42,12.7,1.096102424,9.47707428,1,139
Verbena montevidensis,VEMO2,Verbenaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,6,,,,6.018296587,7.407969452,7.222414102,10.42712168,,14.31,0.643637931,30.89363474,324.1198387,18.42701762,85.49,1.187145721,4.35,15.36,1.133683713,6.921185344,1,
Verbena rigida,,Verbenaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1903,Escape,54,7,1,7,,1,Short,6.1,7.5,7,10,,14.31,0.74,12.54924233,491.918913,19,97,0.61,7.62,15.24,1.19,4.980316379,1,123
Verbesina encelioides,VEEN,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1800,Stowaway,,,,48,0,0,Long,6.4,8,2,11,,21.76548373,2.03,0,300,2,34,0.13,4,10,1.712078679,1.492650141,1,226
Vernicia fordii,VEFO,Euphorbiaceae,Tree,Perennial,Angiosperm,Tree,Woody,1945,Escape,46,3,29,6,,1,Long,5.4,7.1,8,11,,23.88275565,1136,200,2000,25,68,7.620000001,20.32,25.4,0.953185733,8.479079491,0,81
Veronica anagallis-aquatica,VEAN2,Plantaginaceae/Scrophulariaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1968,,,,,104,1,1,,5.624667312,7.1,3.122726269,8.963463777,,33.2,0.06,456.9999999,2133,18.1258815,84.69,0.3,3.35,8,0.53,1.61,1,58
Veronica arvensis,VEAR,Plantaginaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1786,,117,38,0,61,0,1,,4.976582187,7.121001012,6,9,,27.7401275,0.12,0,2900,15,107,0.2,2.54,2.54,0.33,0.66,1,240
Veronica beccabunga,VEBE,Plantaginaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1876,,55,13,0,73,1,1,,4.5,5.5,5,11,,41.61966977,0.07,1.500254948,2398.651064,20.79338729,143.12,0.1,4.08,4.9,0.7,2.030194645,1,150
Veronica biloba,VEBI2,Plantaginaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1895,,11,5,2,28,,0,,5.415293949,7.220447195,3,11,,34.98520963,0.327303219,399.9999999,3000.000001,14.21694832,102.93,0.2,1.3,3,0.456852223,1.006095896,1,131
Veronica chamaedrys,,Plantaginaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1872,,32,10,37,43,1,1,,5.14990883,6.843193549,5.992316965,9.536005296,,32.56957153,0.27,0.16007972,2431.853093,17.36355041,117.07,0.51,4.46,6.68,0.88,3.52,1,154
Veronica hederifolia,VEHE2,Plantaginaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1833,,51,15,2,55,0,0,,5.310473673,6.35975337,5,10,,34.78769231,4.06,0,2000,23,49,0.41,2.54,2.54,0.47,2.819999999,1,193
Veronica longifolia,VELO2,Scrophulariaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1974,,,,,46,,,,5.205250294,6.398644468,4,8,,19.81823529,0.08,15.85243821,2870.213742,25.32009058,113.15,1.22,60.96,121.92,0.4775,1.910000001,1,52
